TAG,Latitude,Longitude,COMMON,BOTANICAL,CAMPUS,DBH,STATUS,"Gross Carbon Sequestration (lb/yr)",Carbon Storage (lb),Pollution Removal (oz/yr),Avoided Runoff (cuft/yr)
4079,42.33964028,-71.15885834,"pear, Callery",Pyrus calleryana,Brighton Campus,21,Living,51.7,2014.6,9.3,16.3
4080,42.33932634,-71.15894509,"pear, Callery",Pyrus calleryana,Brighton Campus,16,Living,35.2,1049.5,9.3,16.3
4081,42.33267134,-71.17362486,"maple, sugar",Acer saccharum,Chestnut Hill Campus,29,Living,90.4,5148.5,20.2,35.5
4082,42.33265427,-71.17371049,"cherry/plum, spp.",Prunus spp.,Chestnut Hill Campus,13,Living,31.3,750.6,8.7,15.3
4083,42.33238552,-71.17356023,"cherry, black",Prunus serotina,Chestnut Hill Campus,14,Living,36.8,945.4,10.2,18
4084,42.33238279,-71.17361468,"maple, Norway",Acer platanoides,Chestnut Hill Campus,11,Living,21.2,474,11.3,19.8
4085,42.33235417,-71.17369649,"maple, Norway",Acer platanoides,Chestnut Hill Campus,29,Living,72.4,4221.8,29,50.9
4086,42.3323772,-71.17367693,"maple, Norway",Acer platanoides,Chestnut Hill Campus,18,Living,39.4,1437.7,19.2,33.6
4087,42.332363,-71.17375866,"maple, Norway",Acer platanoides,Chestnut Hill Campus,16,Living,34,1102.3,17.6,30.8
4088,42.33234874,-71.17381706,"maple, Norway",Acer platanoides,Chestnut Hill Campus,29,Living,72.4,4221.8,29,50.9
4089,42.33237147,-71.17369251,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,4,Living,5,36.5,1.8,3.1
4095,42.33523926,-71.17414618,"arborvitae, eastern",Thuja occidentalis,Chestnut Hill Campus,5,Living,2.8,34.9,0.8,1.4
4096,42.33523291,-71.17411726,"arborvitae, eastern",Thuja occidentalis,Chestnut Hill Campus,4,Living,2.2,22.9,0.6,1.1
4097,42.33522926,-71.17409195,"arborvitae, eastern",Thuja occidentalis,Chestnut Hill Campus,4,Living,2.2,22.9,0.6,1.1
4098,42.33522742,-71.17407387,"arborvitae, eastern",Thuja occidentalis,Chestnut Hill Campus,4,Living,2.2,22.9,0.6,1.1
4099,42.335222,-71.17405701,"arborvitae, eastern",Thuja occidentalis,Chestnut Hill Campus,4,Living,2.2,22.9,0.6,1.1
4100,42.33521928,-71.17404255,"arborvitae, eastern",Thuja occidentalis,Chestnut Hill Campus,5,Living,2.8,34.9,0.8,1.4
1001,42.33325439,-71.17345294,"lilac, Japanese tree",Syringa reticulata,Chestnut Hill Campus,13,Living,25.7,615.9,1.4,2.5
1002,42.3332249,-71.17338903,"ash, green",Fraxinus pennsylvanica,Chestnut Hill Campus,12,Living,13.6,398,9.1,16
1003,42.33319316,-71.17337105,"maple, sugar",Acer saccharum,Chestnut Hill Campus,20,Living,55.8,2187,16,28.1
1004,42.33318504,-71.17330169,"maple, Norway",Acer platanoides,Chestnut Hill Campus,20,Living,45.1,1823.9,20.2,35.5
1005,42.33316122,-71.1732826,"walnut, black",Juglans nigra,Chestnut Hill Campus,25,Living,69,3248.3,30.9,54.1
1006,42.333069,-71.17320483,"oak, pin",Quercus palustris,Chestnut Hill Campus,10,Living,21.3,388,6.1,10.6
1007,42.3330612,-71.17324757,"oak, pin",Quercus palustris,Chestnut Hill Campus,8,Living,15.2,221.5,4.2,7.4
1008,42.33303182,-71.1732221,"oak, pin",Quercus palustris,Chestnut Hill Campus,9,Living,18.2,297.8,5.1,9
1009,42.33300036,-71.17330234,"ash, green",Fraxinus pennsylvanica,Chestnut Hill Campus,14,Living,16.3,550.2,11.1,19.5
1010,42.33294965,-71.1732994,"maple, sycamore",Acer pseudoplatanus,Chestnut Hill Campus,15,Living,32.4,996.7,15.2,26.7
1011,42.33298873,-71.17339101,"fir, fraser",Abies fraseri,Chestnut Hill Campus,9,Living,9.3,203.1,5.1,9
1012,42.33298728,-71.17343799,"fir, fraser",Abies fraseri,Chestnut Hill Campus,5,Living,5.1,62.6,2,3.4
1013,42.33307139,-71.17348881,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,3,Living,3.4,18.4,1.3,2.4
1014,42.33306116,-71.17351235,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,3,Living,3.4,18.4,1.3,2.4
1015,42.33305809,-71.17354546,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,3,Living,3.4,18.4,1.3,2.4
1016,42.33294181,-71.17332613,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,7,Living,10.8,139.8,3.2,5.7
1017,42.33291332,-71.17333588,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,7,Living,10.8,139.8,3.2,5.7
1018,42.33287385,-71.17338413,"maple, Norway",Acer platanoides,Chestnut Hill Campus,14,Living,28.7,815.8,15.4,27
1019,42.33286451,-71.17344183,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,6,Living,8.7,96.5,2.7,4.8
1020,42.33288048,-71.17348659,"hawthorn, spp.",Crataegus spp.,Chestnut Hill Campus,9,Living,15.5,259.1,2.2,3.9
1021,42.33285441,-71.17351128,"hawthorn, spp.",Crataegus spp.,Chestnut Hill Campus,9,Living,15.5,259.1,2.2,3.9
1022,42.33284496,-71.17353375,"dogwood, flowering",Cornus florida,Chestnut Hill Campus,3,Living,3.6,19.6,1.5,2.6
1023,42.33287685,-71.17360511,"hawthorn, spp.",Crataegus spp.,Chestnut Hill Campus,8,Living,13.1,195.3,2,3.5
1024,42.33285006,-71.17365543,"cherry, black",Prunus serotina,Chestnut Hill Campus,11,Living,26,523.9,7.4,13
1025,42.33289511,-71.17370996,"walnut, black",Juglans nigra,Chestnut Hill Campus,14,Living,30.1,793.3,19.2,33.6
1026,42.33290756,-71.17363303,"yew, spp.",Taxus spp.,Chestnut Hill Campus,12,Living,12.1,332.5,8.4,14.7
1027,42.3329639,-71.17366477,"yew, spp.",Taxus spp.,Chestnut Hill Campus,11,Living,10.7,271.9,7.1,12.4
1028,42.33301543,-71.17368159,"yew, spp.",Taxus spp.,Chestnut Hill Campus,12,Living,12.1,332.5,8.4,14.7
1029,42.33306367,-71.17365251,"cherry, black",Prunus serotina,Chestnut Hill Campus,15,Living,40.6,1119.4,11.1,19.4
1030,42.33316459,-71.17369514,"maple, Norway",Acer platanoides,Chestnut Hill Campus,15,Living,31.3,953.4,16.6,29.1
1031,42.33316628,-71.17373249,"oak, black",Quercus velutina,Chestnut Hill Campus,42,Living,27.6,16534.7,31.4,55.1
1032,42.33314181,-71.17376251,"oak, white",Quercus alba,Chestnut Hill Campus,18,Living,48.9,1579.9,10,17.6
1033,42.33315693,-71.17378486,"hickory, pignut",Carya glabra,Chestnut Hill Campus,15,Living,38.5,1026.6,7.6,13.3
1034,42.33319186,-71.17381244,"oak, white",Quercus alba,Chestnut Hill Campus,30,Living,105.3,5693.7,20.5,35.9
1035,42.33306987,-71.17381413,sassafras,Sassafras albidum,Chestnut Hill Campus,7,Living,11.4,149.8,3.3,5.8
1036,42.33304923,-71.17379716,sassafras,Sassafras albidum,Chestnut Hill Campus,9,Living,16.2,275.5,4.9,8.6
1037,42.33299504,-71.17368533,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,10,Living,17.8,330.1,4.8,8.3
1038,42.33298884,-71.17373127,sassafras,Sassafras albidum,Chestnut Hill Campus,14,Living,30.3,800.3,9.6,16.9
1039,42.33297217,-71.17371855,sassafras,Sassafras albidum,Chestnut Hill Campus,17,Living,39.7,1273.6,12.1,21.2
1040,42.33298494,-71.17375371,"hemlock, eastern",Tsuga candensis,Chestnut Hill Campus,20,Living,27.8,1120.2,15.9,27.8
1041,42.33293266,-71.17375612,"walnut, black",Juglans nigra,Chestnut Hill Campus,34,Living,107.4,6858.2,41.9,73.5
1042,42.33286227,-71.17376664,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,18,Living,21,724.1,13.5,23.6
1043,42.33304301,-71.17386505,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,3,Living,3.4,18.4,1.3,2.4
1044,42.33304157,-71.17391523,"oak, black",Quercus velutina,Chestnut Hill Campus,34,Living,172.2,10384.5,25.2,44.2
1045,42.3330171,-71.17394739,"oak, black",Quercus velutina,Chestnut Hill Campus,20,Living,75.9,2683,12.7,22.3
1046,42.33297548,-71.17407358,"beech, American",Fagus grandifolia,Chestnut Hill Campus,50,Living,27.6,16534.7,39.6,69.4
1047,42.33286779,-71.17398141,"oak, black",Quercus velutina,Chestnut Hill Campus,29,Living,134.7,6921.4,20.7,36.3
1048,42.3328776,-71.17408919,"birch, sweet",Betula lenta,Chestnut Hill Campus,11,Living,26.7,527.8,7.5,13.1
1049,42.33287607,-71.17411055,"cherry, black",Prunus serotina,Chestnut Hill Campus,9,Living,19.5,320.6,5.5,9.6
1050,42.33284685,-71.1741406,"oak, black",Quercus velutina,Chestnut Hill Campus,34,Living,172.2,10384.5,25.2,44.2
1051,42.33284457,-71.17417477,"oak, black",Quercus velutina,Chestnut Hill Campus,19,Living,70.1,2354,12.3,21.7
1052,42.33305066,-71.17443412,"oak, black",Quercus velutina,Chestnut Hill Campus,26,Living,113.8,5238.9,17.7,31
1053,42.33302689,-71.17443211,"oak, black",Quercus velutina,Chestnut Hill Campus,27,Living,120.6,5768.2,18.6,32.7
1054,42.33287698,-71.17436455,"oak, black",Quercus velutina,Chestnut Hill Campus,34,Living,172.2,10384.5,25.2,44.2
1055,42.3328612,-71.17438545,"oak, black",Quercus velutina,Chestnut Hill Campus,28,Living,127.6,6328.8,19.7,34.5
1056,42.33277729,-71.1744051,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,10,Living,17.8,330.1,4.8,8.3
1057,42.33277423,-71.17444355,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,8,Living,13,192.8,3.7,6.5
1058,42.33276798,-71.17447561,"crabapple, flowering",Malus spp.,Chestnut Hill Campus,12,Living,23.1,512.6,5.8,10.2
1059,42.33275089,-71.17459314,"maple, silver",Acer saccharinum,Chestnut Hill Campus,24,Living,46.5,2577,19.8,34.8
1060,42.33273955,-71.17469167,sassafras,Sassafras albidum,Chestnut Hill Campus,7,Dead,11.4,149.8,3.3,5.8
1061,42.33275883,-71.17472504,sassafras,Sassafras albidum,Chestnut Hill Campus,9,Living,16.2,275.5,4.9,8.6
1062,42.33275322,-71.17473724,sassafras,Sassafras albidum,Chestnut Hill Campus,11,Dead,21.5,447.7,6.8,11.9
1063,42.33277078,-71.17471974,sassafras,Sassafras albidum,Chestnut Hill Campus,13,Living,27.3,669.7,8.7,15.3
1064,42.3327725,-71.17473629,sassafras,Sassafras albidum,Chestnut Hill Campus,15,Living,33.4,944.3,10.5,18.4
1065,42.33280039,-71.17472636,sassafras,Sassafras albidum,Chestnut Hill Campus,22,Living,56.9,2350.5,14.8,26
1066,42.3328127,-71.17473533,"beech, American",Fagus grandifolia,Chestnut Hill Campus,16,Living,41.4,1311.5,21.9,38.5
1067,42.33280888,-71.1747662,sassafras,Sassafras albidum,Chestnut Hill Campus,16,Living,36.5,1101.9,11.3,19.8
1068,42.33283791,-71.17476605,sassafras,Sassafras albidum,Chestnut Hill Campus,7,Dead,11.4,149.8,3.3,5.8
1069,42.33283794,-71.17477583,sassafras,Sassafras albidum,Chestnut Hill Campus,5,Dead,7.1,66.2,1.9,3.4
1070,42.33284079,-71.17479689,"oak, black",Quercus velutina,Chestnut Hill Campus,5,Living,9.1,78.2,1.7,3.1
1071,42.33284306,-71.17480892,"oak, black",Quercus velutina,Chestnut Hill Campus,12,Living,34.6,729.1,7.5,13.1
1072,42.33280336,-71.17478955,"hickory, pignut",Carya glabra,Chestnut Hill Campus,6,Living,9.6,101.1,3.2,5.6
1073,42.33271798,-71.17480429,"oak, black",Quercus velutina,Chestnut Hill Campus,29,Living,134.7,6921.4,20.7,36.3
1074,42.33276043,-71.17481084,"oak, black",Quercus velutina,Chestnut Hill Campus,19,Living,70.1,2354,12.3,21.7
1075,42.33280852,-71.17483618,"oak, black",Quercus velutina,Chestnut Hill Campus,14,Living,43.8,1080.3,9.2,16.1
1076,42.33282194,-71.17484289,"hickory, pignut",Carya glabra,Chestnut Hill Campus,8,Living,14.9,209.3,5,8.8
1077,42.3328666,-71.17484115,"cherry, Japanese flowering",Prunus serrulata,Chestnut Hill Campus,13,Living,31.3,750.6,8.7,15.3
1078,42.33286731,-71.17489458,"oak, white",Quercus alba,Chestnut Hill Campus,18,Living,48.9,1579.9,10,17.6
1079,42.33288352,-71.17490202,"hickory, pignut",Carya glabra,Chestnut Hill Campus,13,Living,31,714.8,6.4,11.2
1080,42.33288379,-71.17482355,"hickory, pignut",Carya glabra,Chestnut Hill Campus,13,Living,31,714.8,6.4,11.2
1081,42.33287423,-71.17479801,"hickory, pignut",Carya glabra,Chestnut Hill Campus,3,Living,3.4,17.5,1.2,2.1
1082,42.33289942,-71.17482121,"hickory, pignut",Carya glabra,Chestnut Hill Campus,4,Living,5.3,36.2,1.7,3.1
1083,42.33293568,-71.17481199,"oak, northern red",Quercus rubra,Chestnut Hill Campus,26,Living,78.5,3794.4,19.6,34.5
1084,42.33294074,-71.17482175,"cherry, black",Prunus serotina,Chestnut Hill Campus,5,Living,8.5,76.1,2.3,4
1085,42.33294183,-71.17481422,"oak, black",Quercus velutina,Chestnut Hill Campus,5,Living,9.1,78.2,1.7,3.1
1086,42.33295414,-71.17482469,"oak, northern red",Quercus rubra,Chestnut Hill Campus,25,Living,74.2,3449.6,18.6,32.7
1087,42.33299555,-71.17485684,"spruce, Norway",Picea abies,Chestnut Hill Campus,12,Living,17.6,470,11.1,19.4
1088,42.33293523,-71.17485037,"oak, northern red",Quercus rubra,Chestnut Hill Campus,8,Living,14.7,216.5,5,8.8
1089,42.3329102,-71.17488286,"oak, white",Quercus alba,Chestnut Hill Campus,23,Living,70.7,2922.8,14.2,24.9
1090,42.33298403,-71.17492914,"spruce, Norway",Picea abies,Chestnut Hill Campus,8,Living,10.7,191.5,5.1,8.9
1091,42.3330025,-71.17494635,"oak, northern red",Quercus rubra,Chestnut Hill Campus,24,Living,70,3123.9,17.5,30.8
1092,42.33301303,-71.17491695,"spruce, Norway",Picea abies,Chestnut Hill Campus,8,Living,10.7,191.5,5.1,8.9
1093,42.33305906,-71.17492902,"spruce, Norway",Picea abies,Chestnut Hill Campus,14,Living,21.3,661.8,15,26.2
1094,42.33306138,-71.17495911,"spruce, Norway",Picea abies,Chestnut Hill Campus,14,Living,21.3,661.8,15,26.2
1095,42.33310384,-71.17497018,"ash, green",Fraxinus pennsylvanica,Chestnut Hill Campus,14,Living,16.3,550.2,11.1,19.5
1096,42.33315559,-71.17495137,"oak, northern red",Quercus rubra,Chestnut Hill Campus,22,Living,61.9,2528.6,16,28.1
1097,42.33311663,-71.17499296,"hickory, pignut",Carya glabra,Chestnut Hill Campus,12,Living,27.4,583.7,5.9,10.3
1098,42.33294541,-71.1749566,"yew, spp.",Taxus spp.,Chestnut Hill Campus,6,Living,4.8,67.5,2.2,3.9
1099,42.33281182,-71.1748617,"oak, white",Quercus alba,Chestnut Hill Campus,16,Living,41,1175.6,8.4,14.7
1100,42.3327744,-71.17485888,"oak, northern red",Quercus rubra,Chestnut Hill Campus,20,Living,54,2006,14.4,25.3
1101,42.33283657,-71.1749293,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,12,Living,11.8,274.1,6.9,12
1102,42.33281935,-71.17495948,"oak, white",Quercus alba,Chestnut Hill Campus,11,Living,23.4,459.1,6.3,11
1103,42.33290048,-71.17502002,"oak, northern red",Quercus rubra,Chestnut Hill Campus,38,Living,134.7,9540.1,31.8,55.8
1104,42.33290444,-71.17503731,"yew, spp.",Taxus spp.,Chestnut Hill Campus,5,Living,3.7,44.7,1.6,2.8
1105,42.33289332,-71.17505618,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,22,Living,27.8,1161.8,12.4,21.7
1106,42.33287323,-71.17505854,"oak, white",Quercus alba,Chestnut Hill Campus,10,Living,20.3,361.4,5.3,9.4
1107,42.33284298,-71.17502257,"oak, black",Quercus velutina,Chestnut Hill Campus,18,Living,64.5,2050.8,11.9,20.8
1108,42.3327429,-71.17498949,"oak, black",Quercus velutina,Chestnut Hill Campus,11,Living,30.2,584,6.6,11.5
1109,42.33273457,-71.17500458,"oak, black",Quercus velutina,Chestnut Hill Campus,18,Living,64.5,2050.8,11.9,20.8
1110,42.33273298,-71.17503469,"oak, black",Quercus velutina,Chestnut Hill Campus,9,Living,22.2,350,4.7,8.3
1111,42.33275862,-71.17502101,"oak, black",Quercus velutina,Chestnut Hill Campus,14,Living,43.8,1080.3,9.2,16.1
1112,42.33281575,-71.17508468,"oak, white",Quercus alba,Chestnut Hill Campus,21,Living,61.6,2326.2,12.4,21.8
1113,42.33281711,-71.17516896,"yew, spp.",Taxus spp.,Chestnut Hill Campus,8,Living,7,130.5,3.8,6.7
1114,42.33280032,-71.175157,"oak, black",Quercus velutina,Chestnut Hill Campus,24,Living,100.6,4271.4,15.7,27.6
1115,42.3327601,-71.17514818,"oak, northern red",Quercus rubra,Chestnut Hill Campus,22,Living,61.9,2528.6,16,28.1
1116,42.33270829,-71.17518983,"oak, black",Quercus velutina,Chestnut Hill Campus,12,Living,34.6,729.1,7.5,13.1
1117,42.33270228,-71.17523727,"oak, black",Quercus velutina,Chestnut Hill Campus,8,Living,18.6,259.2,3.9,6.8
1118,42.33276986,-71.17524294,"oak, black",Quercus velutina,Chestnut Hill Campus,21,Living,81.8,3038.5,12.9,22.7
1119,42.33283643,-71.17529001,"yew, spp.",Taxus spp.,Chestnut Hill Campus,10,Living,9.4,218.4,5.9,10.4
1120,42.33275895,-71.17532184,"oak, black",Quercus velutina,Chestnut Hill Campus,25,Living,107.1,4740.2,16.7,29.3
1121,42.33268969,-71.17531166,"oak, black",Quercus velutina,Chestnut Hill Campus,16,Living,53.8,1518.6,10.7,18.8
1122,42.33269033,-71.17534176,"oak, black",Quercus velutina,Chestnut Hill Campus,12,Living,34.6,729.1,7.5,13.1
1123,42.33265391,-71.17509738,"cherry, black",Prunus serotina,Chestnut Hill Campus,15,Living,40.6,1119.4,11.1,19.4
1124,42.33262196,-71.17525218,"oak, white",Quercus alba,Chestnut Hill Campus,20,Living,57.3,2058.1,11.5,20.2
1125,42.33260317,-71.17532001,"oak, black",Quercus velutina,Chestnut Hill Campus,22,Living,87.9,3421.3,14.1,24.7
1126,42.33258887,-71.17539683,"oak, black",Quercus velutina,Chestnut Hill Campus,13,Living,39.1,894.2,8.4,14.7
1127,42.33262482,-71.1754719,"oak, northern red",Quercus rubra,N/A,14,Living,32.5,843.3,10.9,19.1
1128,42.33259244,-71.17547357,"oak, northern red",Quercus rubra,N/A,20,Living,54,2006,14.4,25.3
1129,42.33261711,-71.17550956,"oak, black",Quercus velutina,N/A,16,Living,53.8,1518.6,10.7,18.8
1130,42.33260489,-71.17553371,"beech, American",Fagus grandifolia,N/A,3,Living,5.1,29,2.8,5
1131,42.33261944,-71.17554417,"beech, American",Fagus grandifolia,N/A,3,Living,5.1,29,2.8,5
1132,42.33263075,-71.17559528,"oak, white",Quercus alba,N/A,20,Living,57.3,2058.1,11.5,20.2
1133,42.332698,-71.17568373,"oak, white",Quercus alba,N/A,20,Living,57.3,2058.1,11.5,20.2
1134,42.33264112,-71.1757096,"oak, northern red",Quercus rubra,N/A,18,Living,46.5,1552.9,13.7,23.9
1135,42.33261313,-71.17568416,"ash, green",Fraxinus pennsylvanica,N/A,14,Dead,16.3,550.2,11.1,19.5
1136,42.33261076,-71.17563451,"hickory, pignut",Carya glabra,N/A,8,Living,14.9,209.3,5,8.8
1137,42.33254368,-71.17560626,"hophornbeam, American",Ostrya virginiana,N/A,16,Living,31.8,945.1,10.2,17.9
1138,42.33255588,-71.1755761,"oak, white",Quercus alba,N/A,14,Living,33.5,840.9,8.9,15.6
1139,42.33255881,-71.17551759,"oak, black",Quercus velutina,N/A,20,Living,75.9,2683,12.7,22.3
1140,42.33255233,-71.17569647,"hickory, pignut",Carya glabra,Chestnut Hill Campus,17,Living,46.6,1409.1,8.6,15.1
1141,42.33248908,-71.17576084,"oak, northern red",Quercus rubra,Chestnut Hill Campus,21,Living,57.9,2258.4,15,26.3
1142,42.33245213,-71.17586815,"oak, northern red",Quercus rubra,Chestnut Hill Campus,36,Living,124.7,8365.8,29.7,52.1
1143,42.33244532,-71.17587572,"ash, green",Fraxinus pennsylvanica,Chestnut Hill Campus,10,Removed,11.1,271.1,7.1,12.4
1144,42.33263353,-71.17583322,"maple, Norway",Acer platanoides,Chestnut Hill Campus,14,Living,28.7,815.8,15.4,27
1145,42.33267197,-71.17581043,"ash, green",Fraxinus pennsylvanica,Chestnut Hill Campus,13,Dead,14.9,471,10.1,17.7
1146,42.33268062,-71.17579532,"cherry, black",Prunus serotina,Chestnut Hill Campus,8,Living,16.5,240.3,4.6,8
1147,42.33269865,-71.1758036,"cherry, black",Prunus serotina,Chestnut Hill Campus,4,Living,6.2,44,1.7,2.9
1148,42.3327284,-71.17578336,"cherry, black",Prunus serotina,Chestnut Hill Campus,9,Living,19.5,320.6,5.5,9.6
1149,42.33273707,-71.17577411,"elm, American",Ulmus americana,Chestnut Hill Campus,7,Dead,9.4,121.9,5.1,8.9
1150,42.33280297,-71.1757309,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1151,42.332789,-71.17572862,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,4,Living,0.5,7.2,0.6,1.1
1152,42.33277065,-71.17572283,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1153,42.33275493,-71.17571938,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1154,42.33274532,-71.1757159,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1155,42.33273309,-71.17571126,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1156,42.33272609,-71.17570542,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1158,42.33267791,-71.17564567,"redcedar, eastern",Juniperus virginiana,Chestnut Hill Campus,3,Living,2,19.4,1,1.8
1159,42.33267177,-71.17563158,"redcedar, eastern",Juniperus virginiana,Chestnut Hill Campus,3,Living,2,19.4,1,1.8
1160,42.33266906,-71.17560101,"redcedar, eastern",Juniperus virginiana,Chestnut Hill Campus,3,Living,2,19.4,1,1.8
1161,42.33266291,-71.17558575,"redcedar, eastern",Juniperus virginiana,Chestnut Hill Campus,3,Living,2,19.4,1,1.8
1162,42.3326559,-71.17557637,"redcedar, eastern",Juniperus virginiana,Chestnut Hill Campus,3,Living,2,19.4,1,1.8
1163,42.33273251,-71.17550657,"oak, white",Quercus alba,Chestnut Hill Campus,21,Living,61.6,2326.2,12.4,21.8
1164,42.3327667,-71.17555933,"oak, white",Quercus alba,Chestnut Hill Campus,17,Living,44.9,1368.8,9.2,16.2
1165,42.3327893,-71.1755251,"oak, northern red",Quercus rubra,Chestnut Hill Campus,24,Living,70,3123.9,17.5,30.8
1166,42.33283054,-71.17560136,"oak, black",Quercus velutina,Chestnut Hill Campus,16,Living,53.8,1518.6,10.7,18.8
1167,42.33284626,-71.17560481,"arborvitae, western",Thuja plicata,Chestnut Hill Campus,3,Living,0.3,4.2,0.5,0.8
1168,42.33285491,-71.17557888,"oak, white",Quercus alba,Chestnut Hill Campus,20,Living,57.3,2058.1,11.5,20.2
1169,42.33287204,-71.17546233,"oak, white",Quercus alba,Chestnut Hill Campus,15,Living,37.2,999.8,9.7,17
1170,42.3330626,-71.17532506,"elm, hybrid",Ulmus x,Chestnut Hill Campus,3,Living,3,16,1.3,2.3
1171,42.33310545,-71.17517498,"oak, white",Quercus alba,Chestnut Hill Campus,22,Living,66.1,2614.3,13.3,23.3
1172,42.33316978,-71.17539228,"maple, Japanese",Acer palmatum,Chestnut Hill Campus,7,Living,11.1,154.7,3.4,6
1173,42.33311512,-71.17550903,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,17,Living,19.3,631.7,12.5,21.9
1174,42.33292082,-71.17549449,"birch, paper",Betula papyrifera,Chestnut Hill Campus,7,Living,13.5,163.2,3.1,5.4
1175,42.33291223,-71.17585451,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,18,Living,21,724.1,13.5,23.6
1176,42.33294715,-71.17585668,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,25,Living,33.4,1579.4,14.3,25
1177,42.33307448,-71.17581956,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,10,Living,9.1,176.8,4.8,8.4
1178,42.33306224,-71.17581021,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,10,Living,9.1,176.8,4.8,8.4
1179,42.33333905,-71.17576724,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,15,Living,16.2,468.2,10.3,18.1
1180,42.33335432,-71.17560835,"birch, paper",Betula papyrifera,Chestnut Hill Campus,10,Living,23.4,408,5.9,10.3
1181,42.33336735,-71.17558829,"birch, paper",Betula papyrifera,Chestnut Hill Campus,12,Living,31.1,651.6,8.3,14.6
1182,42.33337515,-71.17556589,stump,stump,Chestnut Hill Campus,10,Stump,18.6,366.9,8.1,14.2
1183,42.33348332,-71.17563823,"oak, pin",Quercus palustris,Chestnut Hill Campus,5,Living,7.6,68.1,2.1,3.6
1184,42.33356469,-71.17563532,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,18,Living,21,724.1,13.5,23.6
1185,42.33355086,-71.17556649,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,20,Living,24.3,923.8,10.8,19
1186,42.33359681,-71.17554328,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,21,Living,26.1,1038.9,11.6,20.4
1187,42.33362265,-71.17564191,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,21,Living,26.1,1038.9,11.6,20.4
1188,42.33369044,-71.17551295,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,52,Living,94.4,9215.4,21.9,38.4
1189,42.33377302,-71.17548956,"oak, pin",Quercus palustris,Chestnut Hill Campus,5,Living,7.6,68.1,2.1,3.6
1190,42.33398242,-71.17551693,"hickory, pignut",Carya glabra,Chestnut Hill Campus,16,Living,42.5,1208.7,8.1,14.1
1191,42.33401848,-71.17553062,"oak, black",Quercus velutina,Chestnut Hill Campus,26,Living,113.8,5238.9,17.7,31
1192,42.3340562,-71.1755258,"oak, northern red",Quercus rubra,Chestnut Hill Campus,32,Living,105.4,6283.9,25.6,45
1193,42.33419531,-71.17559212,"oak, pin",Quercus palustris,Chestnut Hill Campus,7,Living,12.5,158.4,3.4,6
1194,42.33427935,-71.17559169,"oak, pin",Quercus palustris,Chestnut Hill Campus,8,Living,15.2,221.5,4.2,7.4
1195,42.3343694,-71.17559239,"oak, pin",Quercus palustris,Chestnut Hill Campus,8,Living,15.2,221.5,4.2,7.4
1196,42.3346256,-71.17582224,"hemlock, eastern",Tsuga candensis,Chestnut Hill Campus,20,Living,27.8,1120.2,15.9,27.8
1197,42.33462926,-71.17590313,"hemlock, eastern",Tsuga candensis,Chestnut Hill Campus,28,Living,43.4,2417.2,22.1,38.8
1198,42.33453997,-71.17586891,"honeylocust, thornless",Gleditsia triacanthos inermis,Chestnut Hill Campus,24,Living,63.7,2854.2,7.1,12.5
1199,42.33432047,-71.17588159,"maple, Norway",Acer platanoides,Chestnut Hill Campus,27,Living,66.1,3592.9,27.4,48
1200,42.33423298,-71.17587279,"pine, eastern white",Pinus strobus,Chestnut Hill Campus,22,Living,27.8,1161.8,12.4,21.7
