TAG,Latitude,Longitude,COMMON,BOTANICAL,CAMPUS,DBH,STATUS,"Gross CarbonSequestration (lb/yr)",Carbon Storage (lb),Pollution Removal (oz/yr),Avoided Runoff (cuft/yr)
1,42.3424249,-71.19197443,tuliptree,Liriodendron tulipifera,Newton Campus,17,Living,31.5,1008.1,18.8,32.9
2,42.34227817,-71.19217546,"beech, American",Fagus grandifolia,Newton Campus,23,Living,65.7,2997.8,31.8,55.8
3,42.3423455,-71.19225772,"maple, red",Acer rubrum,Newton Campus,23,Living,60.2,2645.5,17.7,31.1
4,42.34226971,-71.19228562,"beech, American",Fagus grandifolia,Newton Campus,21,Living,58.5,2436.7,29.2,51.2
5,42.34229894,-71.19230514,"beech, American",Fagus grandifolia,Newton Campus,23,Living,65.7,2997.8,31.8,55.8
6,42.34232532,-71.19234828,"beech, American",Fagus grandifolia,Newton Campus,27,Living,80.6,4319.4,35.6,62.5
7,42.34240705,-71.19236361,"ash, green",Fraxinus pennsylvanica,Newton Campus,16,Living,19,729,12.9,22.6
8,42.3424889,-71.1924222,"birch, paper",Betula papyrifera,Newton Campus,4,Living,5.7,38.8,1.3,2.4
9,42.34251803,-71.19240633,"birch, paper",Betula papyrifera,Newton Campus,4,Living,5.7,38.8,1.3,2.4
10,42.34255592,-71.19239042,"birch, paper",Betula papyrifera,Newton Campus,4,Living,5.7,38.8,1.3,2.4
11,42.34245985,-71.19246954,"maple, silver",Acer saccharinum,Newton Campus,30,Living,60.2,4107.3,25.5,44.8
12,42.34245999,-71.19252067,"maple, silver",Acer saccharinum,Newton Campus,42,Living,89.2,8286.2,37.3,65.4
13,42.34251536,-71.1924968,"maple, silver",Acer saccharinum,Newton Campus,45,Living,96.8,9576,40.8,71.5
14,42.34250096,-71.19256766,"maple, red",Acer rubrum,Newton Campus,16,Living,36.8,1121.4,12.5,21.9
15,42.34243968,-71.19256403,"pine, red",Pinus resinosa,Newton Campus,19,Living,30.3,1182.1,11.2,19.6
16,42.34235823,-71.19265488,"catalpa, northern",Catalpa speciosa,Newton Campus,20,Living,49.5,1857.1,11.1,19.4
17,42.34248365,-71.19264247,"maple, red",Acer rubrum,Newton Campus,24,Living,63.8,2925.6,18.3,32.1
18,42.34256525,-71.19260668,"silverbell, Carolina",Halesia tetraptera,Newton Campus,17,Living,39.7,1269.9,14.8,25.9
19,42.34255543,-71.1928054,"maple, red",Acer rubrum,Newton Campus,24,Living,63.8,2925.6,18.3,32.1
20,42.3427466,-71.19279108,"oak, white",Quercus alba,Newton Campus,37,Living,144.4,9637.6,26.3,46.2
21,42.34290898,-71.19267977,"maple, Norway",Acer platanoides,Newton Campus,15,Living,31.3,953.4,16.6,29.1
22,42.34290738,-71.19266307,"ash, green",Fraxinus pennsylvanica,Newton Campus,6,Living,6.2,92.8,3.2,5.7
23,42.34295291,-71.19230147,"oak, northern red",Quercus rubra,Newton Campus,30,Living,96.2,5372,23.9,41.9
24,42.34298043,-71.19216138,"pine, eastern white",Pinus strobus,Newton Campus,30,Living,43.2,2449.5,17.7,31
25,42.3428145,-71.19154178,"hemlock, eastern",Tsuga candensis,Newton Campus,19,Removed,26,996.7,15.1,26.4
26,42.34274891,-71.1913541,"maple, red",Acer rubrum,Newton Campus,4,Living,5.7,42.3,2.2,3.9
27,42.34266839,-71.19137538,"beech, American",Fagus grandifolia,Newton Campus,52,Living,27.6,16534.7,39.6,69.4
28,42.34272376,-71.19122053,"maple, Norway",Acer platanoides,Newton Campus,28,Living,69.2,3900.7,28.2,49.4
29,42.34263794,-71.19158024,"spruce, white",Picea glauca,Newton Campus,4,Living,4.4,40.5,1.4,2.4
30,42.34259468,-71.19156537,"spruce, white",Picea glauca,Newton Campus,4,Living,4.4,40.5,1.4,2.4
31,42.34259844,-71.19162827,"spruce, white",Picea glauca,Newton Campus,6,Living,7.2,95.7,2.3,4.1
32,42.34255371,-71.19168658,"spruce, white",Picea glauca,Newton Campus,5,Living,5.8,65,1.8,3.2
33,42.34252142,-71.19169641,"spruce, white",Picea glauca,Newton Campus,4,Living,4.4,40.5,1.4,2.4
34,42.34252865,-71.19171332,"spruce, white",Picea glauca,Newton Campus,4,Living,4.4,40.5,1.4,2.4
35,42.34257225,-71.1919043,"birch, paper",Betula papyrifera,Newton Campus,4,Living,5.7,38.8,1.3,2.4
36,42.34258659,-71.19189455,"redbud, eastern",Cercis canadensis,Newton Campus,8,Living,13.6,203.7,4.7,8.2
37,42.34245819,-71.19155151,"maple, Norway",Acer platanoides,Newton Campus,26,Living,63,3298.4,26.6,46.7
38,42.34246127,-71.19136031,"spruce, white",Picea glauca,Newton Campus,24,Living,38.8,1925.6,9,15.7
39,42.34236312,-71.19158344,"maple, Norway",Acer platanoides,Newton Campus,17,Living,36.7,1264.2,18.5,32.4
40,42.34231468,-71.19159578,"pine, eastern white",Pinus strobus,Newton Campus,36,Living,56,3800.1,21.2,37.2
41,42.34232766,-71.19174818,"maple, Norway",Acer platanoides,Newton Campus,25,Living,59.9,3019,25.6,44.8
42,42.34270647,-71.19207911,"cherry, black",Prunus serotina,Newton Campus,13,Living,33.1,788.6,9.3,16.4
43,42.34201907,-71.19216474,"maple, sugar",Acer saccharum,Newton Campus,27,Removed,82.4,4366.8,19.7,34.6
44,42.34200457,-71.1921164,"maple, sugar",Acer saccharum,Newton Campus,27,Living,82.4,4366.8,19.7,34.6
45,42.34191542,-71.19194049,"cherry/plum, spp.",Prunus spp.,Newton Campus,13,Living,31.3,750.6,8.7,15.3
46,42.3420197,-71.19176214,"zelkova, Japanese",Zelkova serrata,Newton Campus,4,Living,5.1,38.1,1.5,2.6
47,42.34206478,-71.19172538,"maple, Norway",Acer platanoides,Newton Campus,13,Living,26.1,690.6,14.2,24.8
48,42.34210076,-71.1916643,"maple, Norway",Acer platanoides,Newton Campus,23,Living,53.9,2500.3,20.9,36.7
49,42.34219987,-71.19155418,"maple, Norway",Acer platanoides,Newton Campus,16,Living,34,1102.3,17.6,30.8
50,42.34231701,-71.19142876,"maple, Norway",Acer platanoides,Newton Campus,16,Living,34,1102.3,17.6,30.8
51,42.34213314,-71.19265506,"crabapple, flowering",Malus spp.,Newton Campus,14,Living,28.7,743.8,6.8,11.9
52,42.34200986,-71.19283041,"cherry/plum, spp.",Prunus spp.,Newton Campus,9,Living,18.6,306.4,5.1,8.9
53,42.3419125,-71.19278323,"crabapple, flowering",Malus spp.,Newton Campus,9,Living,15.4,256.1,4.2,7.4
54,42.34183989,-71.19276569,"cherry/plum, spp.",Prunus spp.,Newton Campus,12,Living,27.9,617.6,7.8,13.7
55,42.34178845,-71.19286639,"cherry/plum, spp.",Prunus spp.,Newton Campus,15,Living,38.4,1063.8,10.4,18.2
56,42.34171406,-71.19291391,"pine, eastern white",Pinus strobus,Newton Campus,22,Living,27.8,1161.8,12.4,21.7
57,42.34168974,-71.19292018,"redcedar, eastern",Juniperus virginiana,Newton Campus,6,Living,4.7,77,2.7,4.8
58,42.34167307,-71.19294281,"pine, eastern white",Pinus strobus,Newton Campus,9,Living,7.9,137.3,3.9,6.9
59,42.34166399,-71.1929613,"redbud, eastern",Cercis canadensis,Newton Campus,6,Living,9,101.6,3,5.3
60,42.3416594,-71.19295107,"redbud, eastern",Cercis canadensis,Newton Campus,5,Living,7,65.4,2.4,4.2
61,42.3416321,-71.19297786,"pine, eastern white",Pinus strobus,Newton Campus,18,Living,21,724.1,13.5,23.6
62,42.34163439,-71.19298092,"redcedar, eastern",Juniperus virginiana,Newton Campus,4,Living,2.8,33.5,1.5,2.6
63,42.34160655,-71.1928068,"maple, Norway",Acer platanoides,Newton Campus,16,Living,34,1102.3,17.6,30.8
64,42.3415581,-71.19281192,"pine, Austrian",Pinus nigra,Newton Campus,10,Living,7.6,164.6,4.3,7.5
65,42.34150657,-71.19281333,"pine, Austrian",Pinus nigra,Newton Campus,11,Living,8.6,203.7,4.8,8.5
66,42.34150582,-71.19285269,"pine, Austrian",Pinus nigra,Newton Campus,9,Living,6.6,130.2,3.8,6.6
67,42.34147998,-71.19282619,"pine, Austrian",Pinus nigra,Newton Campus,9,Living,6.6,130.2,3.8,6.6
68,42.3414809,-71.19284934,"pine, Austrian",Pinus nigra,Newton Campus,7,Living,4.7,74.3,2.7,4.8
69,42.34144391,-71.19282636,"pine, Austrian",Pinus nigra,Newton Campus,9,Living,6.6,130.2,3.8,6.6
70,42.34143626,-71.19285419,"pine, Austrian",Pinus nigra,Newton Campus,9,Living,6.6,130.2,3.8,6.6
71,42.34141404,-71.19289597,"maple, sugar",Acer saccharum,Newton Campus,9,Living,19.9,347.4,8.8,15.5
72,42.34145011,-71.1928958,"pine, Austrian",Pinus nigra,Newton Campus,10,Living,7.6,164.6,4.3,7.5
73,42.34147416,-71.192898,"pine, Austrian",Pinus nigra,Newton Campus,8,Living,5.6,100,3.2,5.7
74,42.34146394,-71.19292815,"pine, Austrian",Pinus nigra,Newton Campus,9,Living,6.6,130.2,3.8,6.6
75,42.34149655,-71.19292104,"pine, Austrian",Pinus nigra,Newton Campus,4,Living,2.3,22.3,1.4,2.5
76,42.34148461,-71.1929512,"pine, Austrian",Pinus nigra,Newton Campus,10,Living,7.6,164.6,4.3,7.5
77,42.34151208,-71.19294412,"pine, Austrian",Pinus nigra,Newton Campus,7,Living,4.7,74.3,2.7,4.8
78,42.341507,-71.19297425,"pine, Austrian",Pinus nigra,Newton Campus,11,Living,8.6,203.7,4.8,8.5
79,42.34153621,-71.19297642,"pine, Austrian",Pinus nigra,Newton Campus,8,Living,5.6,100,3.2,5.7
80,42.34155765,-71.19300898,"pine, Austrian",Pinus nigra,Newton Campus,11,Living,8.6,203.7,4.8,8.5
81,42.34182784,-71.19232176,"beech, American",Fagus grandifolia,Newton Campus,11,Living,25.8,558.6,14,24.5
82,42.34177139,-71.19227717,"beech, American",Fagus grandifolia,Newton Campus,29,Living,88.2,5083,37.2,65.2
83,42.34173816,-71.19229632,"beech, American",Fagus grandifolia,Newton Campus,32,Living,100,6360.8,38.6,67.7
84,42.34171796,-71.19240167,"maple, sugar",Acer saccharum,Newton Campus,32,Living,102.8,6459.3,20.5,35.9
85,42.34176076,-71.19212883,"cherry/plum, spp.",Prunus spp.,Newton Campus,9,Living,18.6,306.4,5.1,8.9
86,42.34158571,-71.19225047,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,6,Living,8.9,99.2,2.1,3.7
87,42.341527,-71.19231805,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,5,Living,6.9,63.9,1.7,2.9
88,42.34146952,-71.19236319,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,3,Living,3.4,18.7,0.8,1.4
89,42.34141841,-71.19239968,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,3,Living,3.4,18.7,0.8,1.4
90,42.34150307,-71.19246311,"oak, northern red",Quercus rubra,Newton Campus,3,Living,3.7,20,1.2,2.1
91,42.34147495,-71.19247878,"cherry/plum, spp.",Prunus spp.,Newton Campus,3,Living,4,21.1,1.1,2
92,42.34169894,-71.19246734,"douglas, fir",Pseudotsuga menziesii,Newton Campus,16,Living,14.1,514.1,13.7,24.1
93,42.34168877,-71.19249499,"douglas, fir",Pseudotsuga menziesii,Newton Campus,8,Living,4.3,87,4.2,7.3
94,42.34166842,-71.19254341,"douglas, fir",Pseudotsuga menziesii,Newton Campus,22,Living,22.7,1087.2,21.1,36.9
95,42.34164532,-71.19252109,"douglas, fir",Pseudotsuga menziesii,Newton Campus,16,Living,14.1,514.1,13.7,24.1
96,42.34162599,-71.19247459,"pine, red",Pinus resinosa,Newton Campus,14,Living,20.6,594.3,7,12.3
97,42.34159138,-71.19245578,"douglas, fir",Pseudotsuga menziesii,Newton Campus,21,Living,21.3,980.4,20,35.1
98,42.34170426,-71.19254151,"fir, white",Abies concolor,Newton Campus,16,Living,16.9,647.6,13.7,24.1
99,42.34156977,-71.19251455,"pine, red",Pinus resinosa,Newton Campus,21,Living,34.5,1480.2,12.7,22.2
100,42.34153914,-71.19254749,"fir, white",Abies concolor,Newton Campus,23,Living,24.6,1334.4,22,38.6
101,42.34149555,-71.19252354,"crabapple, flowering",Malus spp.,Newton Campus,16,Living,34.7,1027.5,7.8,13.7
102,42.34147073,-71.19257802,"hemlock, eastern",Tsuga candensis,Newton Campus,5,Living,4.5,48,2,3.5
103,42.34144646,-71.19259539,"hemlock, eastern",Tsuga candensis,Newton Campus,8,Living,8.4,139.9,4.6,8.1
104,42.34142462,-71.19256789,"hemlock, eastern",Tsuga candensis,Newton Campus,15,Living,19.1,591.4,15.2,26.7
105,42.34140548,-71.19259041,"pine, red",Pinus resinosa,Newton Campus,21,Living,34.5,1480.2,12.7,22.2
106,42.34138501,-71.19259396,"pine, red",Pinus resinosa,Newton Campus,7,Living,8.5,125,2.2,3.8
107,42.34136707,-71.19258715,"pine, red",Pinus resinosa,Newton Campus,14,Living,20.6,594.3,7,12.3
108,42.34137098,-71.19261474,"douglas, fir",Pseudotsuga menziesii,Newton Campus,17,Living,15.5,596.4,15.1,26.5
109,42.34135179,-71.19261828,"pine, red",Pinus resinosa,Newton Campus,15,Living,22.4,694.4,7.9,13.8
110,42.34127768,-71.19266868,"fir, white",Abies concolor,Newton Campus,18,Living,19.1,819.9,16.4,28.7
111,42.34125716,-71.19265498,"pine, red",Pinus resinosa,Newton Campus,21,Living,34.5,1480.2,12.7,22.2
112,42.34124571,-71.19268264,"hemlock, eastern",Tsuga candensis,Newton Campus,15,Living,19.1,591.4,15.2,26.7
113,42.34123034,-71.19267926,"hemlock, eastern",Tsuga candensis,Newton Campus,14,Living,17.4,504.9,13.4,23.6
114,42.3412163,-71.19269486,"hemlock, eastern",Tsuga candensis,Newton Campus,20,Living,27.8,1120.2,15.9,27.8
115,42.34119837,-71.19269322,"hemlock, eastern",Tsuga candensis,Newton Campus,14,Living,17.4,504.9,13.4,23.6
116,42.3411638,-71.19268822,"pine, eastern white",Pinus strobus,Newton Campus,46,Living,79.3,6855.8,21.9,38.4
117,42.3411703,-71.19272787,"hemlock, eastern",Tsuga candensis,Newton Campus,16,Living,20.8,685.3,17,29.8
118,42.34114474,-71.19274007,"hemlock, eastern",Tsuga candensis,Newton Campus,13,Living,15.8,426.2,11.8,20.6
119,42.34111786,-71.19274193,"hemlock, eastern",Tsuga candensis,Newton Campus,20,Living,27.8,1120.2,15.9,27.8
120,42.34110107,-71.19268852,"hemlock, eastern",Tsuga candensis,Newton Campus,20,Living,27.8,1120.2,15.9,27.8
121,42.3410959,-71.19266956,"hemlock, eastern",Tsuga candensis,Newton Campus,9,Living,9.8,183.1,5.7,10
122,42.34106771,-71.19265935,"maple, sugar",Acer saccharum,Newton Campus,28,Living,86.4,4748.6,20,35.1
123,42.34098476,-71.19275638,"pine, eastern white",Pinus strobus,Newton Campus,25,Living,33.4,1579.4,14.3,25
124,42.34093731,-71.1927221,"pine, eastern white",Pinus strobus,Newton Campus,26,Living,35.3,1735.8,15,26.3
125,42.34091553,-71.19271703,"oak, northern red",Quercus rubra,Newton Campus,9,Living,17.4,288.3,6,10.6
126,42.34090918,-71.19273604,"oak, northern red",Quercus rubra,Newton Campus,6,Living,9.8,107.6,3.2,5.7
127,42.34090926,-71.19276365,"pine, red",Pinus resinosa,Newton Campus,14,Living,20.6,594.3,7,12.3
128,42.34090153,-71.19274816,"oak, northern red",Quercus rubra,Newton Campus,9,Living,17.4,288.3,6,10.6
129,42.34094127,-71.19276694,"pine, red",Pinus resinosa,Newton Campus,14,Living,20.6,594.3,7,12.3
130,42.34095792,-71.19277031,"pine, red",Pinus resinosa,Newton Campus,13,Living,18.7,502.8,6.2,10.8
131,42.34097599,-71.19282717,"maple, sugar",Acer saccharum,Newton Campus,18,Living,48.7,1715.6,14.5,25.4
132,42.34118345,-71.1928555,"cherry/plum, spp.",Prunus spp.,Newton Campus,11,Living,24.7,499.6,6.9,12.1
133,42.34162991,-71.19322432,"pine, Austrian",Pinus nigra,Newton Campus,9,Living,6.6,130.2,3.8,6.6
134,42.34146211,-71.19318545,"pine, Austrian",Pinus nigra,Newton Campus,10,Living,7.6,164.6,4.3,7.5
135,42.34142218,-71.19309074,"oak, pin",Quercus palustris,Newton Campus,11,Living,24.5,492.8,7,12.3
136,42.34137472,-71.19305473,"oak, pin",Quercus palustris,Newton Campus,10,Living,21.3,388,6.1,10.6
137,42.34131692,-71.19298426,"pine, Austrian",Pinus nigra,Newton Campus,6,Living,3.9,53,2.3,4
138,42.34131827,-71.19301014,"pine, Austrian",Pinus nigra,Newton Campus,10,Living,7.6,164.6,4.3,7.5
139,42.34129397,-71.19301716,"pine, Austrian",Pinus nigra,Newton Campus,6,Living,3.9,53,2.3,4
140,42.34129799,-71.19308616,"pine, Austrian",Pinus nigra,Newton Campus,10,Living,7.6,164.6,4.3,7.5
141,42.34127894,-71.1931432,"pine, Austrian",Pinus nigra,Newton Campus,16,Living,14.1,468.7,7.3,12.8
142,42.34125831,-71.19308808,"maple, sugar",Acer saccharum,Newton Campus,11,Living,25.7,551.6,11.3,19.7
143,42.34127657,-71.19321395,"magnolia, star",Magnolia stellata,Newton Campus,4,Living,5.1,37.8,2.3,4.1
144,42.341308,-71.19347953,"sweetgum, American",Liquidambar styraciflua,Newton Campus,11,Living,14.7,386.8,6.8,12
145,42.34132356,-71.19355366,"sweetgum, American",Liquidambar styraciflua,Newton Campus,10,Living,13,311.9,5.8,10.1
146,42.34133654,-71.19362089,"sweetgum, American",Liquidambar styraciflua,Newton Campus,10,Living,13,311.9,5.8,10.1
147,42.34134827,-71.19369676,"sweetgum, American",Liquidambar styraciflua,Newton Campus,9,Living,11.3,245.3,4.7,8.3
148,42.34119893,-71.19367113,"oak, northern red",Quercus rubra,Newton Campus,46,Living,176.9,15175.3,37.9,66.5
149,42.34104482,-71.19418442,"maple, Norway",Acer platanoides,Newton Campus,50,Removed,68.3,13816.6,33.3,58.3
150,42.34150135,-71.19434255,"spruce, Colorado",Picea pungens,Newton Campus,12,Living,16.9,439,7.6,13.4
151,42.34154157,-71.19467564,"spruce, white",Picea glauca,Newton Campus,15,Living,21.8,702.6,9.6,16.8
152,42.34161397,-71.19514899,"oak, white",Quercus alba,Newton Campus,31,Living,110.7,6182,21.4,37.6
153,42.34164125,-71.19517129,"oak, white",Quercus alba,Newton Campus,28,Living,95,4788.5,18.5,32.5
154,42.34160203,-71.19521022,"oak, white",Quercus alba,Newton Campus,31,Living,110.7,6182,21.4,37.6
155,42.34179712,-71.19507397,"spruce, Colorado",Picea pungens,Newton Campus,16,Living,24,829.9,12.9,22.7
156,42.3419824,-71.19496364,"spruce, Colorado",Picea pungens,Newton Campus,10,Living,13.5,293,5.4,9.4
157,42.34161405,-71.19542894,"spruce, Colorado",Picea pungens,Newton Campus,12,Living,16.9,439,7.6,13.4
158,42.34167888,-71.19544931,"spruce, Colorado",Picea pungens,Newton Campus,14,Living,20.4,617.6,10.2,17.8
159,42.34176408,-71.195442,"oak, white",Quercus alba,Newton Campus,32,Living,116.1,6694.7,22.5,39.4
160,42.34168288,-71.19567445,"spruce, Colorado",Picea pungens,Newton Campus,14,Living,20.4,617.6,10.2,17.8
161,42.34186544,-71.1957425,"spruce, Colorado",Picea pungens,Newton Campus,7,Living,8.7,133.2,2.8,4.9
162,42.34184654,-71.19568285,"spruce, Colorado",Picea pungens,Newton Campus,6,Living,7.2,95.2,2.2,3.8
163,42.3418599,-71.19538637,"spruce, Colorado",Picea pungens,Newton Campus,10,Living,13.5,293,5.4,9.4
164,42.34190687,-71.1953703,"spruce, Colorado",Picea pungens,Newton Campus,9,Living,11.8,232,4.4,7.7
165,42.34193284,-71.19541454,"oak, northern red",Quercus rubra,Newton Campus,23,Living,65.9,2817,17,29.9
166,42.34215813,-71.19540039,"spruce, Colorado",Picea pungens,Newton Campus,11,Living,15.1,362.1,6.5,11.4
167,42.34220196,-71.1953891,"spruce, Colorado",Picea pungens,Newton Campus,18,Living,27.8,1075.5,15.6,27.4
168,42.34225809,-71.19536666,"spruce, Colorado",Picea pungens,Newton Campus,12,Living,16.9,439,7.6,13.4
169,42.34243105,-71.19521526,"spruce, Colorado",Picea pungens,Newton Campus,11,Living,15.1,362.1,6.5,11.4
170,42.34258731,-71.19522375,"spruce, Colorado",Picea pungens,Newton Campus,14,Living,20.4,617.6,10.2,17.8
171,42.34272055,-71.1953358,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,6,Living,8.9,99.2,2.1,3.7
172,42.34276719,-71.19535405,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,6,Living,8.9,99.2,2.1,3.7
173,42.34286158,-71.19528524,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,7,Living,11,143.9,2.6,4.6
174,42.34299807,-71.19523327,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,14,Living,29.4,771,5.2,9
175,42.34312977,-71.19519355,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,13,Living,26.5,644.2,4.9,8.6
176,42.34326668,-71.19513604,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,22,Living,56.2,2310.2,6.9,12.1
177,42.34341156,-71.19509981,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,19,Living,45.5,1617.8,6.4,11.2
178,42.34349715,-71.19506919,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,19,Living,45.5,1617.8,6.4,11.2
179,42.34360528,-71.19509355,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,19,Living,45.5,1617.8,6.4,11.2
180,42.34365526,-71.19505422,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,15,Living,32.5,911.5,5.5,9.6
181,42.34366086,-71.19517855,"pine, eastern white",Pinus strobus,Newton Campus,12,Living,11.8,274.1,6.9,12
182,42.34360026,-71.19518595,"pine, eastern white",Pinus strobus,Newton Campus,16,Living,17.7,546.4,11.4,19.9
183,42.34342765,-71.19540416,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,13,Living,26.5,644.2,4.9,8.6
184,42.34336059,-71.19542587,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,13,Living,26.5,644.2,4.9,8.6
185,42.34329448,-71.19545072,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,2,Removed,2,7,0.4,0.6
186,42.343192,-71.19548467,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,18,Living,42.2,1418.7,6.2,10.8
187,42.34310443,-71.19552523,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,13,Living,26.5,644.2,4.9,8.6
188,42.34301682,-71.19555241,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,11,Living,20.9,429.7,4.2,7.3
189,42.34291596,-71.1955752,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,14,Living,29.4,771,5.2,9
190,42.34271689,-71.19567762,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,17,Living,38.9,1235,6,10.5
191,42.34267709,-71.19564213,"ash, green",Fraxinus pennsylvanica,Newton Campus,13,Living,14.9,471,10.1,17.7
192,42.34233823,-71.19463684,"hickory, shagbark",Carya ovata,Newton Campus,22,Living,69,2705.4,15.2,26.7
193,42.34225836,-71.1945157,"oak, white",Quercus alba,Newton Campus,39,Living,156.3,10998.8,28.2,49.5
194,42.34207267,-71.19448655,"oak, white",Quercus alba,Newton Campus,25,Living,80.1,3603.1,16.1,28.2
195,42.34192401,-71.19457201,"magnolia, star",Magnolia stellata,Newton Campus,7,Living,11.1,144.8,4.5,8
196,42.34201315,-71.19450022,"oak, white",Quercus alba,Newton Campus,31,Living,110.7,6182,21.4,37.6
197,42.34199969,-71.19441554,"hickory, shagbark",Carya ovata,Newton Campus,32,Living,122,6981.6,19.2,33.6
198,42.34183057,-71.19427364,ginkgo,Ginkgo biloba,Newton Campus,9,Living,16.1,271.9,4.7,8.3
199,42.3422826,-71.1937016,"cherry/plum, spp.",Prunus spp.,Newton Campus,9,Living,18.6,306.4,5.1,8.9
200,42.34230724,-71.19378676,"crabapple, flowering",Malus spp.,Newton Campus,11,Living,20.4,415.4,5.3,9.2
201,42.34241236,-71.19366357,"cherry/plum, spp.",Prunus spp.,Newton Campus,6,Living,10.5,114.1,2.7,4.8
202,42.34244467,-71.19370979,"crabapple, flowering",Malus spp.,Newton Campus,11,Living,20.4,415.4,5.3,9.2
203,42.34265238,-71.19376564,"crabapple, flowering",Malus spp.,Newton Campus,5,Living,6.8,62.3,2.3,4
204,42.34262061,-71.19350845,"crabapple, flowering",Malus spp.,Newton Campus,5,Living,6.8,62.3,2.3,4
205,42.34262395,-71.19309549,"crabapple, flowering",Malus spp.,Newton Campus,6,Living,8.7,96.5,2.7,4.8
206,42.34249086,-71.19313205,"zelkova, Japanese",Zelkova serrata,Newton Campus,15,Living,33,930.4,11.2,19.6
207,42.34253096,-71.19318571,"crabapple, flowering",Malus spp.,Newton Campus,8,Living,13,192.8,3.7,6.5
208,42.34254422,-71.1931647,"crabapple, flowering",Malus spp.,Newton Campus,5,Living,6.8,62.3,2.3,4
209,42.34268846,-71.19314306,"crabapple, flowering",Malus spp.,Newton Campus,10,Living,17.8,330.1,4.8,8.3
210,42.34270637,-71.19319982,"maple, Japanese",Acer palmatum,Newton Campus,9,Living,15.3,273.4,5.2,9.1
211,42.34272655,-71.19327753,"maple, Japanese",Acer palmatum,Newton Campus,11,Living,19.7,431.2,7.4,12.9
212,42.34274679,-71.19337319,"maple, Japanese",Acer palmatum,Newton Campus,9,Living,15.3,273.4,5.2,9.1
213,42.34259135,-71.19335598,"maple, Japanese",Acer palmatum,Newton Campus,26,Living,59.3,3029.8,18.9,33.1
214,42.34211419,-71.19340019,"cherry/plum, spp.",Prunus spp.,Newton Campus,4,Living,5.9,42.5,1.6,2.8
215,42.34213843,-71.19333424,"cherry/plum, spp.",Prunus spp.,Newton Campus,5,Living,8.1,73.2,2.1,3.7
216,42.34201235,-71.19350242,"dogwood, Kousa",Cornus kousa,Newton Campus,4,Living,5.3,38.8,1.9,3.4
217,42.34189254,-71.19352694,"dogwood, Kousa",Cornus kousa,Newton Campus,5,Living,7.1,66.1,2.5,4.4
218,42.3418148,-71.19351236,"beech, European",Fagus sylvatica,Newton Campus,7,Living,14.6,199.5,10.8,19
219,42.3417147,-71.19343205,"beech, European",Fagus sylvatica,Newton Campus,12,Living,28.8,681,15.5,27.2
220,42.34162126,-71.19335769,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,7,Living,11,143.9,2.6,4.6
221,42.34165458,-71.19336651,"cherry/plum, spp.",Prunus spp.,Newton Campus,4,Living,5.9,42.5,1.6,2.8
222,42.3415525,-71.19337897,"honeylocust, thornless",Gleditsia triacanthos inermis,Newton Campus,8,Living,13.3,198.8,3,5.3
223,42.34178875,-71.19373092,"hemlock, eastern",Tsuga candensis,Newton Campus,7,Living,7,103,3.5,6.2
224,42.3417844,-71.19376386,"hemlock, eastern",Tsuga candensis,Newton Campus,3,Living,2.4,15.5,1,1.7
225,42.34175542,-71.19371911,"hemlock, eastern",Tsuga candensis,Newton Campus,8,Living,8.4,139.9,4.6,8.1
226,42.34175999,-71.19376697,"hemlock, eastern",Tsuga candensis,Newton Campus,8,Living,8.4,139.9,4.6,8.1
227,42.34173779,-71.19376708,"hemlock, eastern",Tsuga candensis,Newton Campus,3,Living,2.4,15.5,1,1.7
228,42.34171848,-71.19376488,"hemlock, eastern",Tsuga candensis,Newton Campus,6,Living,5.8,72.6,2.7,4.8
229,42.34170507,-71.19375335,"hemlock, eastern",Tsuga candensis,Newton Campus,3,Living,2.4,15.5,1,1.7
230,42.34170025,-71.19373663,"hemlock, eastern",Tsuga candensis,Newton Campus,5,Living,4.5,48,2,3.5
